,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Chainflow,Imperatorco, AutoStake  Slash Protected,StakeWithUs,Simply Staking,StakeLabzone,SpacePotato,Vitwit Previously Witval,SG1,Chorus One,Forbole,POSTHUMAN  StakeDrop,Ping,0basevc,Smart Stake , block pane ,WhisperNode ,a41,Stakyio,Kahuna,16psyche,Nocturnal Labs,decentralizehk  DHK dao,Kalia Network,ECO Stake ,NosNode,Citadelone,Informal Systems, LavenderFive Nodes ,Frens ,Cosmostation,Kleomedes,OmniFlix Network,GATA HUB,hydrogen18,Coinage x DAIC,Stakecito,Meria,BronBro,Cypher Core,ChainLayer,Active Nodes,DACM,strangelove,ushakov,c29r3,Allnodes,PoS Node,Tedcryptoio   TedLotto,kooltek68,CroutonDigital,coaction,EZ Staking,Stakin,notional,WeStaking,SmartNodes  Slash Protected,Yurbason,Neta DAO,Chandra Station,Stake Frites  ,Decloud Nodes Lab,HashKey Cloud,chainvibes,Consensus One,Stakewollecom  Autocompound,Wetez,Architect Nodes,HEXXAGON,DECOMISSIONED AUDITone,Army IDs,Bit Cat,Easy 2 Stake,Nodeasycom,jetlife,Bliss Dynamics,Sikka,PLEASE REDELEGATECLOSED,SNZPool,Autonomy  Formerly PrithviDevs ,Baset,Huobi,ChainodeTech,kano,Cosmic Validator  Auto Compound,ValidatorNode,UNDELEGATE FROM HERE,stakezone,gunray,Bi23,Psycho Node,Bitoven,Komichaincom,BoxedCloudnet,MANTRA,eol,cosmosrescue,SkyNet  Validators,Cosmonaut Stakes AKT,Dwebnet,DLINODESCOM,GlacierLuo,Domination Finance,Arcturian Tech,Akash Af,ALTER  pathrocknetwork,decommissioned,BridgeTower,Dora Factory PGS,MedasDigital,STAKINOLD,Cloudmos,Former Moultrie Audits Inactive,MOVING TO NAKANODOXYZ,VaultStaking,TRGC By Liquify,astravoyage,Anonstake, polkachucom,kavalabs,AGE Network,acheron,Octopos,shepaintedfireacrossthesky,monolith,SHEA Staking,Dorminik,UNBONDING,Inactive pls undelegate,GreenStake One,inactive,Oni   Stake for BoostDrop ,Praetor App,0xDEADBEEF,w3coins,Vixello,Aurora Staking ,50 Validator  Airdrop,Passage,NoDumpNode,Jormungand  0y,INACTIVE Please Redelegate  Trivium  TriviumNetwork,StakeSeeker by BTCS,Crypto Lab Tech,europlots, CryptoCrew Validators,Quasarch,Ariel Akash Insider  Powered by NextNetWorks,Atomstaking,black lodge,SHUTTING DOWN,Crypto and Coffee,FoundryUSA,OGnome,Defi Dojo Validation,high_similarity_voters
65,Stakewollecom  Autocompound,38,7,1,2,0,48,48,50,42,46,0.875,0.9583333333333334,0.96,6,0.36,0.52,0.7,0.62,0.64,0.26,0.36,0.56,0.1,0.78,0.58,0.64,0.12,0.82,0.26,0.14,0.46,0.0,0.0,0.22,0.6,0.68,0.58,0.78,0.88,0.56,0.48,0.54,0.6,0.24,0.82,0.32,0.52,0.38,0.06,0.26,0.74,0.7,0.0,0.56,0.58,0.88,0.46,0.38,0.04,0.66,0.6,0.74,0.5,0.36,0.16,0.04,0.3,0.58,0.38,0.62,0.0,0.0,0.78,0.34,0.78,0.68,0.02,0.78,0.02,1.0,0.24,0.04,0.0,0.04,0.76,0.18,0.54,0.48,0.14,0.64,0.02,0.04,0.0,0.44,0.0,0.08,0.42,0.0,0.6,0.78,0.02,0.08,0.0,0.52,0.14,0.52,0.66,0.14,0.0,0.06,0.22,0.1,0.4,0.02,0.0,0.0,0.0,0.22,0.2,0.24,0.0,0.48,0.3,0.0,0.06,0.74,0.06,0.04,0.08,0.32,0.0,0.66,0.86,0.16,0.12,0.0,0.0,0.0,0.02,0.0,0.24,0.0,0.36,0.0,0.0,0.34,0.74,0.0,0.54,0.18,0.42,0.56,0.02,0.72,0.5,0.0,0.12,0.28,0.62,0.0,0.6,0.12,0.56,0.08,0.0,0.28,0.34,0.02,0.14,"[' AutoStake  Slash Protected', 'StakeWithUs', 'Simply Staking', 'Chorus One', 'POSTHUMAN  StakeDrop', '0basevc', '16psyche', 'Nocturnal Labs', 'Kalia Network', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Meria', 'Active Nodes', 'c29r3', 'Allnodes', 'PoS Node', 'WeStaking', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Army IDs', 'Bliss Dynamics', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', 'NoDumpNode', 'europlots', 'Quasarch']"
66,Wetez,14,1,0,0,0,15,15,50,12,15,0.8,1.0,0.3,5,0.04,0.16,0.22,0.16,0.2,0.18,0.1,0.1,0.06,0.26,0.2,0.18,0.02,0.26,0.04,0.06,0.0,0.0,0.0,0.0,0.12,0.18,0.1,0.16,0.22,0.18,0.14,0.18,0.18,0.0,0.18,0.08,0.2,0.06,0.02,0.0,0.14,0.2,0.0,0.12,0.16,0.22,0.12,0.0,0.06,0.16,0.1,0.16,0.06,0.14,0.0,0.02,0.0,0.26,0.24,0.2,0.0,0.0,0.16,0.12,0.2,0.14,0.0,0.2,0.0,0.24,1.0,0.0,0.0,0.04,0.2,0.14,0.08,0.1,0.06,0.18,0.0,0.04,0.0,0.14,0.0,0.04,0.1,0.0,0.18,0.22,0.0,0.06,0.0,0.22,0.04,0.22,0.22,0.06,0.0,0.04,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.2,0.06,0.0,0.06,0.16,0.02,0.06,0.04,0.22,0.0,0.16,0.22,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.02,0.1,0.0,0.16,0.08,0.0,0.06,0.04,0.12,0.0,0.12,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.0,[]
67,Architect Nodes,2,0,0,2,0,4,4,50,2,2,0.5,0.5,0.08,7,0.0,0.04,0.06,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.06,0.0,0.04,0.0,0.0,0.02,0.04,0.06,0.04,0.04,0.04,0.0,0.06,0.0,0.0,0.04,0.04,0.04,0.0,0.06,0.0,0.02,0.04,0.04,0.0,0.02,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.04,0.0,1.0,0.0,0.0,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.06,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.06,0.04,0.0,0.0,0.0,0.04,0.04,0.02,0.0,0.02,0.0,0.0,0.04,0.04,0.0,0.02,[]
68,HEXXAGON,0,0,0,0,4,0,4,50,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.04,0.08,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
69,DECOMISSIONED AUDITone,3,0,0,1,0,4,4,50,3,3,0.75,0.75,0.08,0,0.0,0.04,0.06,0.02,0.06,0.04,0.04,0.0,0.0,0.04,0.04,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.08,0.02,0.06,0.0,0.02,0.0,0.04,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.04,0.06,0.0,0.0,0.0,0.06,0.04,0.0,0.02,0.02,0.0,0.04,0.04,0.0,0.0,1.0,0.06,0.04,0.04,0.0,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.04,0.04,0.02,0.04,0.06,0.0,0.06,0.02,0.06,0.0,0.06,0.06,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.02,0.04,0.0,0.04,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
70,Army IDs,41,4,0,2,0,47,47,50,45,45,0.9574468085106383,0.9574468085106383,0.94,1,0.42,0.5,0.68,0.56,0.56,0.3,0.32,0.56,0.14,0.8,0.48,0.6,0.12,0.9,0.28,0.1,0.46,0.0,0.02,0.22,0.56,0.66,0.6,0.76,0.86,0.54,0.56,0.48,0.6,0.24,0.84,0.34,0.52,0.4,0.06,0.26,0.66,0.62,0.0,0.58,0.6,0.78,0.5,0.38,0.08,0.64,0.56,0.7,0.56,0.34,0.16,0.02,0.34,0.54,0.34,0.66,0.02,0.0,0.72,0.32,0.72,0.66,0.06,0.84,0.02,0.76,0.2,0.04,0.0,0.06,1.0,0.22,0.46,0.46,0.18,0.6,0.04,0.1,0.04,0.5,0.02,0.12,0.46,0.02,0.74,0.86,0.02,0.18,0.02,0.58,0.1,0.58,0.76,0.14,0.0,0.06,0.22,0.08,0.4,0.02,0.02,0.02,0.02,0.22,0.2,0.22,0.0,0.5,0.34,0.0,0.14,0.76,0.02,0.1,0.12,0.32,0.02,0.68,0.82,0.16,0.12,0.02,0.02,0.0,0.02,0.02,0.28,0.02,0.26,0.02,0.02,0.34,0.7,0.0,0.52,0.22,0.42,0.6,0.0,0.64,0.46,0.0,0.12,0.3,0.6,0.0,0.6,0.12,0.58,0.06,0.0,0.28,0.34,0.02,0.14,"[' AutoStake  Slash Protected', 'Chorus One', 'POSTHUMAN  StakeDrop', '0basevc', 'Nocturnal Labs', 'decentralizehk  DHK dao', 'Kalia Network', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Meria', 'ChainLayer', 'Active Nodes', 'c29r3', 'PoS Node', 'WeStaking', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Bliss Dynamics', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', '50 Validator  Airdrop', 'NoDumpNode', 'europlots', 'Quasarch']"
71,Bit Cat,13,1,0,0,0,14,14,50,13,12,0.9285714285714286,0.8571428571428571,0.28,1,0.1,0.2,0.24,0.16,0.16,0.14,0.1,0.12,0.06,0.2,0.18,0.14,0.06,0.28,0.06,0.04,0.04,0.0,0.02,0.0,0.16,0.14,0.14,0.16,0.24,0.18,0.16,0.16,0.18,0.0,0.22,0.1,0.16,0.06,0.02,0.0,0.14,0.14,0.0,0.16,0.16,0.2,0.16,0.02,0.06,0.16,0.14,0.14,0.1,0.16,0.0,0.02,0.04,0.2,0.18,0.24,0.02,0.0,0.16,0.06,0.16,0.16,0.04,0.2,0.0,0.18,0.14,0.0,0.0,0.04,0.22,1.0,0.08,0.14,0.06,0.22,0.02,0.06,0.04,0.2,0.02,0.08,0.14,0.02,0.16,0.26,0.02,0.08,0.02,0.2,0.06,0.22,0.24,0.08,0.0,0.04,0.0,0.08,0.14,0.0,0.02,0.02,0.02,0.0,0.0,0.08,0.0,0.18,0.1,0.0,0.06,0.18,0.02,0.06,0.06,0.14,0.02,0.18,0.22,0.04,0.02,0.02,0.02,0.0,0.02,0.02,0.08,0.02,0.12,0.02,0.02,0.0,0.16,0.0,0.12,0.04,0.06,0.12,0.02,0.16,0.1,0.0,0.04,0.08,0.16,0.0,0.12,0.02,0.16,0.02,0.0,0.02,0.04,0.0,0.0,[]
72,Easy 2 Stake,21,6,0,12,0,39,39,50,25,29,0.6410256410256411,0.7435897435897436,0.78,6,0.24,0.34,0.44,0.4,0.42,0.08,0.24,0.44,0.08,0.44,0.38,0.38,0.1,0.46,0.3,0.04,0.32,0.0,0.0,0.14,0.34,0.4,0.44,0.4,0.52,0.28,0.38,0.3,0.38,0.16,0.5,0.22,0.36,0.28,0.04,0.18,0.48,0.38,0.0,0.36,0.32,0.52,0.28,0.28,0.0,0.38,0.4,0.4,0.36,0.2,0.08,0.02,0.3,0.38,0.18,0.38,0.0,0.0,0.48,0.24,0.44,0.38,0.02,0.46,0.0,0.54,0.08,0.02,0.0,0.04,0.46,0.08,1.0,0.28,0.06,0.42,0.02,0.06,0.0,0.32,0.0,0.04,0.4,0.0,0.44,0.48,0.02,0.06,0.0,0.26,0.08,0.34,0.4,0.04,0.0,0.06,0.16,0.04,0.28,0.02,0.0,0.0,0.0,0.14,0.16,0.16,0.0,0.24,0.2,0.0,0.04,0.52,0.04,0.04,0.04,0.14,0.0,0.46,0.5,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.12,0.0,0.0,0.24,0.48,0.0,0.28,0.16,0.26,0.34,0.0,0.38,0.34,0.0,0.04,0.2,0.4,0.0,0.38,0.08,0.36,0.04,0.0,0.2,0.22,0.02,0.08,[]
73,Nodeasycom,29,0,0,0,0,29,29,50,25,26,0.8620689655172413,0.896551724137931,0.58,5,0.28,0.28,0.4,0.38,0.38,0.2,0.12,0.38,0.08,0.5,0.3,0.4,0.1,0.52,0.08,0.08,0.32,0.0,0.0,0.14,0.36,0.4,0.42,0.46,0.48,0.36,0.3,0.32,0.34,0.14,0.5,0.18,0.32,0.22,0.02,0.2,0.4,0.42,0.0,0.42,0.34,0.48,0.22,0.28,0.08,0.4,0.36,0.48,0.32,0.24,0.08,0.02,0.2,0.36,0.16,0.42,0.02,0.0,0.46,0.16,0.4,0.38,0.04,0.46,0.04,0.48,0.1,0.02,0.0,0.0,0.46,0.14,0.28,1.0,0.12,0.38,0.02,0.02,0.02,0.28,0.0,0.06,0.24,0.0,0.36,0.52,0.02,0.04,0.0,0.32,0.1,0.36,0.4,0.04,0.0,0.0,0.14,0.04,0.22,0.02,0.0,0.0,0.02,0.12,0.1,0.22,0.0,0.34,0.18,0.0,0.04,0.4,0.0,0.02,0.06,0.16,0.02,0.4,0.5,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.14,0.0,0.0,0.22,0.44,0.0,0.28,0.14,0.3,0.38,0.02,0.4,0.34,0.0,0.06,0.18,0.36,0.0,0.4,0.1,0.36,0.0,0.0,0.2,0.24,0.0,0.08,[]
74,jetlife,11,0,0,1,0,12,12,50,10,6,0.8333333333333334,0.5,0.24,4,0.04,0.1,0.14,0.12,0.14,0.14,0.12,0.06,0.02,0.16,0.14,0.0,0.0,0.2,0.08,0.04,0.0,0.0,0.0,0.0,0.1,0.04,0.1,0.12,0.16,0.14,0.12,0.08,0.1,0.0,0.18,0.0,0.14,0.0,0.02,0.0,0.06,0.04,0.0,0.14,0.16,0.18,0.12,0.0,0.02,0.04,0.06,0.1,0.0,0.06,0.0,0.0,0.06,0.18,0.18,0.18,0.02,0.0,0.12,0.12,0.18,0.08,0.02,0.18,0.04,0.14,0.06,0.0,0.0,0.04,0.18,0.06,0.06,0.12,1.0,0.12,0.0,0.06,0.02,0.18,0.0,0.06,0.08,0.0,0.16,0.2,0.02,0.12,0.0,0.16,0.08,0.18,0.18,0.04,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.0,0.08,0.0,0.0,0.12,0.14,0.02,0.08,0.12,0.14,0.02,0.06,0.18,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.02,0.02,0.08,0.04,0.08,0.06,0.02,0.06,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
75,Bliss Dynamics,28,13,1,0,0,42,42,50,34,29,0.8095238095238095,0.6904761904761905,0.84,4,0.32,0.44,0.62,0.5,0.52,0.24,0.28,0.42,0.12,0.56,0.48,0.44,0.12,0.66,0.22,0.1,0.34,0.0,0.0,0.18,0.4,0.52,0.42,0.58,0.66,0.44,0.4,0.48,0.6,0.12,0.6,0.3,0.44,0.32,0.04,0.16,0.6,0.48,0.0,0.5,0.4,0.66,0.34,0.28,0.04,0.54,0.44,0.5,0.38,0.3,0.06,0.04,0.3,0.48,0.32,0.48,0.02,0.0,0.58,0.24,0.64,0.5,0.04,0.68,0.0,0.64,0.18,0.0,0.0,0.02,0.6,0.22,0.42,0.38,0.12,1.0,0.02,0.12,0.02,0.44,0.0,0.08,0.46,0.0,0.52,0.62,0.04,0.1,0.0,0.4,0.16,0.46,0.58,0.1,0.0,0.04,0.12,0.08,0.38,0.02,0.02,0.02,0.02,0.14,0.14,0.2,0.0,0.4,0.28,0.0,0.1,0.64,0.04,0.08,0.12,0.26,0.02,0.54,0.72,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.02,0.02,0.26,0.54,0.02,0.42,0.18,0.34,0.44,0.02,0.54,0.36,0.0,0.06,0.24,0.48,0.0,0.5,0.08,0.46,0.06,0.0,0.22,0.22,0.02,0.06,"[' AutoStake  Slash Protected', '0basevc', 'ECO Stake ', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Active Nodes', 'Stake Frites  ', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'ValidatorNode', 'Cloudmos', ' polkachucom']"
76,Sikka,2,0,0,0,7,2,9,50,2,7,0.2222222222222222,0.7777777777777778,0.04,5,0.02,0.02,0.04,0.02,0.04,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.04,0.0,0.0,0.02,0.14,0.02,0.02,0.04,0.02,0.02,0.02,0.04,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.16,0.02,0.0,0.0,0.02,0.0,0.02,0.04,0.0,0.08,0.1,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.14,0.02,0.02,0.02,0.02,0.14,0.04,0.0,0.02,0.0,0.0,0.0,0.02,0.04,0.02,0.02,0.02,0.0,0.02,1.0,0.0,0.14,0.0,0.16,0.02,0.0,0.16,0.0,0.04,0.0,0.02,0.1,0.04,0.08,0.04,0.08,0.12,0.14,0.1,0.14,0.08,0.14,0.14,0.12,0.12,0.12,0.14,0.16,0.14,0.14,0.1,0.14,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.02,0.02,0.04,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.02,0.02,0.02,0.0,0.02,0.04,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,[]
77,PLEASE REDELEGATECLOSED,4,2,0,1,0,7,7,50,5,5,0.7142857142857143,0.7142857142857143,0.14,2,0.02,0.06,0.08,0.04,0.06,0.08,0.08,0.02,0.04,0.04,0.1,0.0,0.02,0.08,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.04,0.04,0.0,0.04,0.0,0.06,0.0,0.1,0.0,0.02,0.0,0.02,0.0,0.0,0.04,0.06,0.04,0.06,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.04,0.06,0.06,0.02,0.0,0.02,0.06,0.06,0.0,0.02,0.12,0.0,0.04,0.04,0.0,0.0,0.02,0.1,0.06,0.06,0.02,0.06,0.12,0.0,1.0,0.02,0.1,0.0,0.06,0.12,0.0,0.1,0.1,0.04,0.08,0.0,0.08,0.06,0.08,0.1,0.02,0.0,0.04,0.0,0.06,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.08,0.04,0.08,0.08,0.06,0.02,0.08,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
78,SNZPool,2,0,0,0,14,2,16,50,2,7,0.125,0.4375,0.04,7,0.02,0.02,0.04,0.0,0.04,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.28,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.18,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.02,0.28,0.0,0.0,0.0,0.0,0.32,0.06,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.04,0.0,0.02,0.02,0.02,0.14,0.02,1.0,0.02,0.16,0.04,0.02,0.18,0.02,0.04,0.02,0.04,0.08,0.12,0.24,0.06,0.12,0.24,0.28,0.2,0.24,0.2,0.18,0.28,0.26,0.26,0.3,0.24,0.24,0.26,0.2,0.08,0.12,0.08,0.02,0.02,0.0,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
79,Autonomy  Formerly PrithviDevs ,23,7,0,6,0,36,36,50,25,23,0.6944444444444444,0.6388888888888888,0.72,4,0.2,0.28,0.38,0.32,0.26,0.2,0.3,0.38,0.12,0.46,0.32,0.3,0.12,0.5,0.26,0.08,0.22,0.0,0.0,0.08,0.3,0.34,0.3,0.38,0.48,0.28,0.3,0.22,0.4,0.12,0.44,0.22,0.32,0.3,0.02,0.08,0.42,0.28,0.0,0.38,0.36,0.48,0.32,0.22,0.02,0.36,0.34,0.36,0.3,0.2,0.08,0.02,0.18,0.4,0.22,0.42,0.02,0.0,0.4,0.22,0.52,0.34,0.04,0.5,0.02,0.44,0.14,0.04,0.0,0.04,0.5,0.2,0.32,0.28,0.18,0.44,0.0,0.1,0.02,1.0,0.0,0.08,0.3,0.0,0.42,0.5,0.06,0.12,0.0,0.36,0.16,0.32,0.44,0.1,0.0,0.04,0.12,0.08,0.2,0.0,0.0,0.0,0.02,0.1,0.06,0.18,0.0,0.2,0.18,0.0,0.12,0.52,0.04,0.08,0.14,0.22,0.02,0.38,0.48,0.04,0.1,0.0,0.0,0.0,0.02,0.0,0.18,0.0,0.2,0.0,0.0,0.12,0.4,0.0,0.3,0.12,0.2,0.34,0.02,0.34,0.28,0.0,0.06,0.2,0.32,0.04,0.32,0.04,0.32,0.02,0.02,0.1,0.2,0.02,0.08,[]
80,Baset,1,0,0,0,8,1,9,50,1,6,0.1111111111111111,0.6666666666666666,0.02,5,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.16,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,1.0,0.02,0.0,0.18,0.0,0.02,0.0,0.02,0.1,0.04,0.1,0.04,0.06,0.14,0.16,0.1,0.16,0.08,0.16,0.16,0.14,0.14,0.14,0.16,0.16,0.16,0.16,0.1,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
81,Huobi,5,1,0,0,0,6,6,50,6,6,1.0,1.0,0.12,7,0.04,0.06,0.1,0.04,0.12,0.08,0.06,0.02,0.04,0.06,0.1,0.02,0.0,0.1,0.06,0.02,0.0,0.0,0.02,0.0,0.06,0.04,0.08,0.06,0.1,0.08,0.06,0.04,0.04,0.0,0.08,0.02,0.08,0.0,0.06,0.0,0.04,0.04,0.0,0.06,0.08,0.06,0.08,0.0,0.04,0.02,0.02,0.04,0.0,0.04,0.0,0.02,0.02,0.06,0.04,0.08,0.02,0.0,0.04,0.08,0.06,0.04,0.04,0.1,0.02,0.08,0.04,0.0,0.0,0.04,0.12,0.08,0.04,0.06,0.06,0.08,0.02,0.06,0.04,0.08,0.02,1.0,0.08,0.02,0.06,0.12,0.02,0.06,0.02,0.1,0.06,0.1,0.12,0.04,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.06,0.02,0.04,0.06,0.1,0.02,0.06,0.1,0.06,0.02,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.02,0.0,0.06,0.06,0.0,0.0,0.0,0.02,0.0,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,[]
